City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
382,Puerto Colombia,10.9878,-74.9547,84.29,79,36,15.79,CO,2021-11-30 20:18:03
383,Russell,32.3502,-85.1999,67.71,28,1,4.61,US,2021-11-30 20:18:03
384,Inhambane,-23.865,35.3833,74.19,82,53,10.63,MZ,2021-11-30 20:18:03
385,Sibu,2.3,111.8167,77.31,94,40,2.3,MY,2021-11-30 20:18:04
386,Flin Flon,54.7682,-101.865,16.11,75,100,5.39,CA,2021-11-30 20:18:04
387,Jiangkou,25.4872,119.1986,55.29,68,27,9.4,CN,2021-11-30 20:18:04
388,Yumen,40.2833,97.2,16.54,70,52,13.8,CN,2021-11-30 20:18:05
389,Princeton,25.5384,-80.4089,79.02,59,1,9.22,US,2021-11-30 20:18:05
390,Gunjur,13.2019,-16.7339,78.15,69,15,18.07,GM,2021-11-30 20:18:05
391,Lompoc,34.6391,-120.4579,88.21,54,1,11.5,US,2021-11-30 20:14:31
392,San Juan,-31.5375,-68.5364,90.99,16,98,16.6,AR,2021-11-30 20:16:59
393,Wamba,8.9333,8.6,79.39,20,12,3.58,NG,2021-11-30 20:18:06
394,Maragogi,-9.0122,-35.2225,81.14,74,55,11.95,BR,2021-11-30 20:18:06
395,Altay,47.8667,88.1167,16.81,60,15,7.78,CN,2021-11-30 20:18:06
396,Larreynaga,12.6769,-86.5719,89.4,32,1,9.1,NI,2021-11-30 20:18:07
397,Shar,49.5886,81.0453,17.89,76,100,13.42,KZ,2021-11-30 20:18:07
398,Bethanien,-26.502,17.1583,75.07,11,0,7.16,NA,2021-11-30 20:18:07
399,Wadi Musa,30.3222,35.4793,59.4,32,2,6.46,JO,2021-11-30 20:18:08
400,Salinas,36.6777,-121.6555,76.96,41,1,4.61,US,2021-11-30 20:13:44
401,Silopi,37.2497,42.4694,59.54,44,100,7.58,TR,2021-11-30 20:18:08
402,Salalah,17.0151,54.0924,75.29,25,0,6.91,OM,2021-11-30 20:18:09
403,Iskateley,67.6803,53.1512,8.67,74,100,19.15,RU,2021-11-30 20:18:09
404,Tuatapere,-46.1333,167.6833,55.81,78,88,4.88,NZ,2021-11-30 20:18:09
405,Valparaiso,-33.0393,-71.6273,70.03,52,0,11.5,CL,2021-11-30 20:18:10
406,Hvide Sande,56.0045,8.1294,35.89,63,99,3.91,DK,2021-11-30 20:18:10
407,Itarema,-2.9248,-39.9167,82.87,69,100,14.29,BR,2021-11-30 20:18:10
408,Bangassou,4.7413,22.8184,70.99,84,97,2.06,CF,2021-11-30 20:18:11
409,Mumford,5.2618,-0.759,80.02,82,100,7.11,GH,2021-11-30 20:18:11
410,Yar-Sale,66.8333,70.8333,-12.26,99,40,3.74,RU,2021-11-30 20:18:11
411,Coahuayana,18.7333,-103.6833,87.28,50,100,5.37,MX,2021-11-30 20:17:53
412,Chimoio,-19.1164,33.4833,71.46,94,0,3.6,MZ,2021-11-30 20:18:12
413,San Ramon De La Nueva Oran,-23.1322,-64.326,99.37,21,11,7.65,AR,2021-11-30 20:18:12
414,Bafoulabe,13.8065,-10.8321,86.56,14,100,5.44,ML,2021-11-30 20:18:12
415,Cap Malheureux,-19.9842,57.6142,77.49,73,0,1.99,MU,2021-11-30 20:18:13
416,Kostomuksha,64.571,30.5767,18.32,93,100,13.65,RU,2021-11-30 20:19:13
417,San Policarpo,12.1791,125.5072,78.73,89,100,6.08,PH,2021-11-30 20:19:13
418,Ostrovnoy,68.0531,39.5131,25.36,67,100,31.45,RU,2021-11-30 20:19:14
419,Hetauda,27.4284,85.0322,60.15,73,91,3.94,NP,2021-11-30 20:19:14
420,Beloha,-25.1667,45.05,74.93,81,76,10.0,MG,2021-11-30 20:19:14
421,Zhangjiakou,40.81,114.8794,21.87,55,0,6.71,CN,2021-11-30 20:19:15
422,Praia,14.9215,-23.5087,73.94,64,75,19.57,CV,2021-11-30 20:19:15
423,Esso,55.9333,158.7,9.9,89,87,6.93,RU,2021-11-30 20:19:15
424,Manubul,5.4732,120.7986,83.01,76,99,13.18,PH,2021-11-30 20:19:15
425,Puerto Del Rosario,28.5004,-13.8627,65.95,72,20,10.36,ES,2021-11-30 20:19:16
426,Nara,34.6851,135.8049,58.28,95,100,14.97,JP,2021-11-30 20:19:16
427,San Pedro,14.35,121.0167,80.35,91,90,2.3,PH,2021-11-30 20:19:16
428,Saint-Augustin,51.226,-58.6502,33.69,91,100,11.86,CA,2021-11-30 20:15:45
429,Sapouy,11.5544,-1.7736,77.99,15,3,6.46,BF,2021-11-30 20:19:17
430,Czluchow,53.6672,17.3588,35.13,97,100,9.91,PL,2021-11-30 20:19:17
431,Kommunar,59.6206,30.39,22.03,94,100,10.63,RU,2021-11-30 20:19:17
432,Ketchikan,55.3422,-131.6461,50.47,87,90,17.27,US,2021-11-30 20:19:18
433,Omboue,-1.5746,9.2618,78.06,87,100,4.03,GA,2021-11-30 20:19:18
434,Reading,51.4562,-0.9711,53.46,78,90,5.99,GB,2021-11-30 20:18:19
435,Barsovo,61.1667,73.1667,1.53,95,100,11.72,RU,2021-11-30 20:19:18
436,Santa Ana,33.7456,-117.8678,90.41,62,1,1.99,US,2021-11-30 20:17:28
437,Avera,33.194,-82.5271,66.74,26,0,10.6,US,2021-11-30 20:19:19
438,Neman,55.0311,22.0264,21.33,99,100,4.5,RU,2021-11-30 20:19:19
439,Warrnambool,-38.3833,142.4833,67.8,59,99,9.06,AU,2021-11-30 20:19:20
440,Kaka,37.3482,59.6143,57.45,35,0,7.11,TM,2021-11-30 20:19:20
441,Jacareacanga,-6.2222,-57.7528,89.78,53,100,3.56,BR,2021-11-30 20:19:21
442,Buta,2.7858,24.73,69.1,98,100,1.92,CD,2021-11-30 20:19:21
443,Voyvozh,62.892,54.9635,15.87,92,100,16.08,RU,2021-11-30 20:19:13
444,Havoysund,70.9963,24.6622,21.43,82,72,13.8,NO,2021-11-30 20:19:22
445,Porto Novo,6.4965,2.6036,82.22,79,95,6.8,BJ,2021-11-30 20:19:22
446,Peniche,39.3558,-9.3811,56.68,70,7,4.27,PT,2021-11-30 20:19:23
447,Abda,47.6946,17.5449,39.4,90,100,17.2,HU,2021-11-30 20:19:23
448,Dulce Nombre De Culmi,15.1,-85.5333,91.63,40,5,5.06,HN,2021-11-30 20:19:23
449,Lagos,6.5833,3.75,82.72,84,100,4.63,NG,2021-11-30 20:19:23
450,Namatanai,-3.6667,152.4333,80.46,80,99,6.35,PG,2021-11-30 20:19:24
451,Richards Bay,-28.783,32.0377,71.98,92,100,16.44,ZA,2021-11-30 20:19:24
452,Minna,9.6139,6.5569,79.72,27,7,1.39,NG,2021-11-30 20:19:24
453,Visnes,59.3556,5.2242,38.21,86,0,9.22,NO,2021-11-30 20:19:25
454,Kuching,1.55,110.3333,77.22,94,20,0.0,MY,2021-11-30 20:19:25
455,La Orilla,17.9833,-102.2333,83.64,64,36,6.98,MX,2021-11-30 20:19:25
456,Banda Aceh,5.5577,95.3222,76.93,88,100,6.89,ID,2021-11-30 20:19:26
457,Todos Santos,23.45,-110.2167,84.0,67,100,8.55,MX,2021-11-30 20:19:26
458,Mahdasht,35.7299,50.8111,53.82,50,75,4.61,IR,2021-11-30 20:19:26
459,Coari,-4.085,-63.1414,82.22,78,100,2.89,BR,2021-11-30 20:19:27
460,Solnechnyy,50.7214,136.6319,6.78,92,100,11.48,RU,2021-11-30 20:19:27
461,Victoria,22.2855,114.1577,63.25,41,38,7.0,HK,2021-11-30 20:16:20
462,Krasnovishersk,60.4078,57.082,34.25,98,100,13.42,RU,2021-11-30 20:20:28
463,Songea,-10.6833,35.65,69.03,64,4,4.0,TZ,2021-11-30 20:20:28
464,Galiakot,23.5167,74.0,70.52,39,100,7.45,IN,2021-11-30 20:20:28
465,Coihaique,-45.5752,-72.0662,68.61,37,20,8.05,CL,2021-11-30 20:16:02
466,Waddan,29.1614,16.139,55.53,51,99,7.27,LY,2021-11-30 20:20:29
467,Maniitsoq,65.4167,-52.9,32.16,86,100,19.24,GL,2021-11-30 20:20:29
468,Guacimo,10.2104,-83.6807,84.78,98,99,0.85,CR,2021-11-30 20:20:29
469,Ocumare Del Tuy,10.1165,-66.7761,89.6,42,91,5.73,VE,2021-11-30 20:20:30
470,Rosetta,31.4044,30.4164,67.82,67,49,16.78,EG,2021-11-30 20:20:30
471,Carmen,18.6333,-91.8333,77.04,83,90,3.44,MX,2021-11-30 20:16:37
472,Cairns,-16.9167,145.7667,80.06,97,71,2.3,AU,2021-11-30 20:20:31
473,Saint-Joseph,-21.3667,55.6167,75.58,77,20,8.16,RE,2021-11-30 20:20:29
474,Bone,51.9669,12.1396,43.38,79,100,15.46,DE,2021-11-30 20:20:31
475,Waingapu,-9.6567,120.2641,78.73,83,100,5.37,ID,2021-11-30 20:20:31
476,North Platte,41.1239,-100.7654,60.69,42,1,3.0,US,2021-11-30 20:20:32
477,Sibolga,1.7427,98.7792,73.85,89,72,2.95,ID,2021-11-30 20:20:32
478,Makakilo City,21.3469,-158.0858,82.72,62,1,9.22,US,2021-11-30 20:20:32
479,Christchurch,-43.5333,172.6333,60.91,78,75,3.0,NZ,2021-11-30 20:20:33
480,Ambanja,-13.6833,48.45,75.79,88,64,2.01,MG,2021-11-30 20:20:33
481,Apt,43.8833,5.4,42.44,75,45,6.46,FR,2021-11-30 20:16:15
482,Bloemfontein,-29.1211,26.214,62.08,59,1,3.44,ZA,2021-11-30 20:20:33
483,Kirakira,-10.4544,161.9205,81.5,81,100,4.5,SB,2021-11-30 20:20:34
484,Kitimat,54.0524,-128.6534,41.38,31,100,1.01,CA,2021-11-30 20:20:34
485,Ixtapa,20.7,-105.2,82.22,61,75,8.05,MX,2021-11-30 20:20:34
486,West Des Moines,41.572,-93.7453,58.24,39,20,3.0,US,2021-11-30 20:18:19
487,Sundsvall,62.3913,17.3063,14.97,62,0,9.22,SE,2021-11-30 20:20:35
488,Columbus,39.9612,-82.9988,52.84,57,20,8.01,US,2021-11-30 20:18:16
489,Rodrigues Alves,-7.738,-72.6509,77.2,74,100,4.18,BR,2021-11-30 20:20:35
490,Along,28.1667,94.7667,53.53,65,62,1.83,IN,2021-11-30 20:20:36
491,Volodarskiy,46.4013,48.5409,42.75,92,8,7.74,RU,2021-11-30 20:20:36
492,Cam Ranh,11.9214,109.1591,78.76,73,75,17.27,VN,2021-11-30 20:20:36
493,Taveta,-3.3963,37.6736,71.04,84,84,6.78,KE,2021-11-30 20:20:36
494,Kalengwa,-13.4659,25.0027,70.43,39,26,5.39,ZM,2021-11-30 20:20:37
495,Katobu,-4.9408,122.5276,75.83,91,100,1.45,ID,2021-11-30 20:20:37
496,Povoa De Varzim,41.3834,-8.7636,51.24,71,54,2.51,PT,2021-11-30 20:20:37
497,Shieli,44.1667,66.75,42.42,37,0,5.55,KZ,2021-11-30 20:20:38
498,Douglas,41.3,-96.167,59.32,50,1,3.0,US,2021-11-30 20:15:53
499,Te Anau,-45.4167,167.7167,54.01,82,97,0.92,NZ,2021-11-30 20:20:38
500,Qurayyat,31.3318,37.3428,62.78,31,0,6.91,SA,2021-11-30 20:20:39
501,Menomonie,44.8755,-91.9193,44.64,36,93,9.22,US,2021-11-30 20:17:32
502,Chalakudi,10.304,76.3361,73.31,100,75,0.0,IN,2021-11-30 20:20:39
503,Corner Brook,48.9667,-57.9484,41.16,95,100,14.41,CA,2021-11-30 20:20:40
504,Sorong,-0.8833,131.25,79.68,83,100,6.93,ID,2021-11-30 20:20:40
505,Zonguldak,41.25,31.8333,38.52,96,100,8.32,TR,2021-11-30 20:20:40
506,Daloa,6.8774,-6.4502,79.74,67,100,3.02,CI,2021-11-30 20:20:40
507,Pokhara,28.2333,83.9833,56.43,58,100,4.16,NP,2021-11-30 20:20:41
508,Yerbogachen,61.2767,108.0108,-1.14,100,97,1.97,RU,2021-11-30 20:21:41
509,Hamilton,39.1834,-84.5333,55.85,51,1,3.0,US,2021-11-30 20:21:41
510,Ahtopol,42.1,27.95,37.87,69,95,12.8,BG,2021-11-30 20:21:42
511,Caucasia,7.9865,-75.1935,82.9,83,89,3.2,CO,2021-11-30 20:21:42
512,Grindavik,63.8424,-22.4338,32.47,80,90,21.85,IS,2021-11-30 20:21:42
513,Acapulco,16.8634,-99.8901,85.82,70,40,9.22,MX,2021-11-30 20:18:25
514,Rossano,39.5751,16.6349,43.14,70,1,8.01,IT,2021-11-30 20:21:43
515,Trat,12.5,102.5,81.99,89,99,10.49,TH,2021-11-30 20:21:43
516,Marystown,47.1666,-55.1483,46.85,100,100,8.01,CA,2021-11-30 20:21:43
517,Gold Coast,-28.0,153.4333,74.37,98,90,4.61,AU,2021-11-30 20:21:44
518,Esfahan,32.6572,51.6776,37.04,37,34,0.54,IR,2021-11-30 20:21:44
519,Chapais,49.7834,-74.8492,15.58,83,100,4.72,CA,2021-11-30 20:21:44
520,Tongliao,43.6125,122.2653,11.1,86,8,8.77,CN,2021-11-30 20:21:45
521,Medea,36.2642,2.7539,41.45,85,8,2.64,DZ,2021-11-30 20:21:45
522,Camacha,33.0833,-16.3333,61.54,72,20,2.3,PT,2021-11-30 20:21:45
523,Bambanglipuro,-7.95,110.2833,76.68,86,99,3.62,ID,2021-11-30 20:21:46
524,Necochea,-38.5473,-58.7368,64.04,44,0,12.19,AR,2021-11-30 20:21:46
525,Dawei,14.0833,98.2,77.25,57,100,13.65,MM,2021-11-30 20:21:46
526,Buchanan,5.8808,-10.0467,78.76,80,73,6.98,LR,2021-11-30 20:21:47
527,Ahuimanu,21.4447,-157.8378,83.91,73,40,14.97,US,2021-11-30 20:21:47
528,Chunian,30.964,73.9803,61.75,29,98,1.77,PK,2021-11-30 20:21:47
529,Manaus,-3.1019,-60.025,84.7,84,75,5.75,BR,2021-11-30 20:18:23
530,Diapaga,12.0708,1.7889,81.63,15,2,7.11,BF,2021-11-30 20:21:48
531,Palmer,42.1584,-72.3287,38.64,60,75,1.01,US,2021-11-30 20:21:48
532,Hami,42.8,93.45,23.77,69,0,3.15,CN,2021-11-30 20:20:16
533,Port Hardy,50.6996,-127.4199,51.76,100,90,6.91,CA,2021-11-30 20:21:48
534,Bell Ville,-32.6259,-62.6887,86.81,23,0,7.34,AR,2021-11-30 20:21:49
535,Chapayevka,47.4711,36.3451,37.13,79,100,10.71,UA,2021-11-30 20:21:49
536,Gazanjyk,39.2446,55.5154,62.69,35,56,8.41,TM,2021-11-30 20:21:49
537,Ostersund,63.1792,14.6357,9.05,92,86,0.0,SE,2021-11-30 20:18:20
538,Grand Gaube,-20.0064,57.6608,77.4,73,1,3.0,MU,2021-11-30 20:21:50
539,Irbil,36.1926,44.0106,62.92,38,100,6.55,IQ,2021-11-30 20:21:50
540,Ailigandi,9.2333,-78.0167,81.77,80,96,6.33,PA,2021-11-30 20:21:51
541,Itoman,26.1247,127.6694,64.78,59,75,31.07,JP,2021-11-30 20:21:51
542,Mali Zvornik,44.3734,19.1065,37.72,78,98,6.44,RS,2021-11-30 20:21:51
543,Shaunavon,49.6501,-108.4181,44.38,47,56,17.45,CA,2021-11-30 20:18:24
544,Dwarka,22.2394,68.9678,77.95,53,100,10.65,IN,2021-11-30 20:21:52
545,Collie,-33.3667,116.15,42.98,93,73,3.09,AU,2021-11-30 20:21:52
546,Kupang,-10.1667,123.5833,80.85,80,100,5.68,ID,2021-11-30 20:21:52
547,Soyo,-6.1349,12.3689,78.19,89,94,6.85,AO,2021-11-30 20:21:53
548,Bonfim,3.0833,-59.95,89.71,50,88,6.85,BR,2021-11-30 20:21:53
549,Wuwei,37.9281,102.6414,21.88,43,0,3.04,CN,2021-11-30 20:21:53
550,Manokwari,-0.8667,134.0833,79.0,81,100,5.79,ID,2021-11-30 20:21:54
551,Tondano,1.3038,124.9112,68.09,93,100,4.14,ID,2021-11-30 20:21:54
552,Bucerias,20.75,-105.3333,82.98,61,75,8.05,MX,2021-11-30 20:18:36
553,Batagay,67.6333,134.6333,-25.89,99,100,1.41,RU,2021-11-30 20:21:54
554,Ndele,8.4109,20.6473,80.08,40,44,4.54,CF,2021-11-30 20:22:55
555,Launceston,-41.45,147.1667,58.6,90,95,1.01,AU,2021-11-30 20:20:57
556,Nola,40.922,14.5329,51.66,81,5,2.55,IT,2021-11-30 20:22:55
557,Chiang Klang,19.2938,100.8617,62.98,79,100,1.83,TH,2021-11-30 20:22:56
558,Imeni Poliny Osipenko,52.4201,136.4853,-2.29,93,100,9.28,RU,2021-11-30 20:22:56
559,Ploemeur,47.7333,-3.4333,52.39,86,90,18.41,FR,2021-11-30 20:22:56
560,Brazzaville,-4.2658,15.2832,77.02,83,100,0.87,CG,2021-11-30 20:22:57
561,Sisimiut,66.9395,-53.6735,31.68,94,100,18.72,GL,2021-11-30 20:22:57
562,Lamesa,32.7376,-101.951,78.06,14,82,11.32,US,2021-11-30 20:22:57
563,Belmopan,17.25,-88.7667,85.28,50,49,3.27,BZ,2021-11-30 20:22:58
564,Pangody,65.85,74.4859,-18.42,100,82,3.91,RU,2021-11-30 20:22:58
565,Marolambo,-20.05,48.1167,70.45,98,99,1.61,MG,2021-11-30 20:22:58
566,Asosa,10.0667,34.5333,68.36,40,4,2.93,ET,2021-11-30 20:22:59
567,Mirabad,30.4362,61.8383,61.56,30,1,4.16,AF,2021-11-30 20:22:59
568,Champasak,14.75,106.0,65.73,76,100,2.44,LA,2021-11-30 20:22:59
569,Wade Hampton,34.9037,-82.3332,66.79,36,1,1.01,US,2021-11-30 20:23:00
570,Liepaja,56.5419,21.0367,30.18,86,75,3.44,LV,2021-11-30 20:23:00
571,Debno,52.739,14.698,39.52,93,100,20.96,PL,2021-11-30 20:23:00
572,Terracina,41.2863,13.2217,46.6,51,41,6.44,IT,2021-11-30 20:23:01
573,Plast,54.3691,60.8136,31.62,77,100,17.63,RU,2021-11-30 20:23:01
